C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36,C37,C38,C39,C40,C41,C42,C43,C44,C45,C46,C47,C48,C49,C50,C51,C52,C53,C54,C55,C56,C57,C58,C59,C60,C61,C62,C63,C64,C65,C66,C67,C68,C69,C70,C71,C72,C73,C74,C75,C76,C77,C78,C79,C80,C81,Solution
9,0,0,0,8,0,0,0,6,0,8,0,1,6,0,4,2,0,0,0,0,0,0,3,8,1,0,5,0,1,2,0,0,0,0,0,0,3,2,9,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,1,9,5,0,0,914
0,0,1,0,2,0,5,0,0,8,0,7,5,0,4,2,0,6,0,0,0,0,1,0,0,7,9,1,0,6,8,7,0,0,4,0,0,0,2,0,0,0,0,6,0,5,0,8,2,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,8,361
0,0,0,0,0,0,0,7,5,0,9,0,5,0,0,1,0,0,0,0,1,7,0,4,6,0,0,0,5,0,0,0,0,2,6,0,0,8,0,0,0,0,0,5,9,1,0,0,0,0,0,4,0,0,0,6,8,0,0,5,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,6,0,0,7,0,0,643
5,0,4,9,1,0,0,0,0,3,0,0,6,0,4,0,7,0,9,0,0,0,0,0,0,0,5,0,2,0,0,3,0,0,9,0,4,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,3,7,1,6,574
0,0,0,0,1,3,6,0,2,6,5,0,2,0,0,0,3,0,0,0,0,0,0,5,0,4,0,0,0,0,8,0,0,1,0,0,0,0,6,0,0,0,0,7,8,0,3,0,0,0,2,0,0,0,0,0,5,0,3,0,4,0,7,0,0,0,6,0,8,0,0,0,3,0,0,0,2,0,0,8,0,789
0,0,0,0,0,0,6,7,0,7,3,4,0,0,0,0,0,0,0,8,0,0,0,0,2,0,1,0,0,7,3,1,0,0,6,0,0,0,6,0,0,0,1,0,0,0,9,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,3,0,0,2,7,0,0,0,9,0,1,9,0,0,8,0,0,0,921
0,0,5,0,0,0,0,0,0,0,0,2,0,8,0,0,0,0,8,0,0,4,0,0,0,0,3,0,0,0,0,4,6,5,0,0,0,0,0,0,0,9,0,0,0,4,2,0,0,3,0,0,8,0,0,3,0,0,2,0,0,0,6,5,0,0,7,0,0,0,2,0,0,0,7,3,5,8,4,0,0,375
0,0,9,0,0,3,1,7,2,0,4,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,9,7,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,7,0,0,0,7,4,1,6,0,9,0,0,8,0,0,9,0,0,0,4,0,0,0,0,8,0,4,6,0,1,689
0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,8,0,0,0,4,0,0,0,0,0,1,0,2,6,0,1,0,0,5,0,0,0,0,0,2,0,8,0,0,3,1,0,0,0,5,0,0,6,8,0,1,0,6,0,1,2,0,7,0,8,4,3,0,0,0,0,0,0,0,5,825
0,0,0,6,5,0,0,0,2,0,2,9,7,0,0,3,8,0,7,1,0,3,8,0,6,0,0,0,0,0,8,0,0,0,0,1,0,0,8,0,0,0,0,3,0,0,5,7,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0,3,0,0,1,0,0,0,6,0,483
0,0,2,0,0,0,1,0,4,0,1,0,0,5,0,6,0,0,0,0,0,0,0,8,0,5,0,0,0,5,0,0,0,2,0,1,0,0,4,0,0,6,8,0,0,8,9,0,1,0,0,0,0,7,0,0,0,7,6,0,9,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,9,0,0,0,582
7,1,0,0,0,3,0,0,0,3,0,2,1,0,0,0,4,0,4,0,5,9,0,0,0,2,0,0,0,0,0,0,0,2,7,0,5,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,2,0,4,0,5,0,0,1,9,1,0,0,0,0,7,0,3,0,0,5,0,8,0,1,0,0,0,718
9,7,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,4,5,0,0,0,9,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,4,3,5,2,0,0,9,0,4,0,0,0,8,0,2,0,0,0,0,5,0,0,0,0,0,2,0,3,7,1,3,0,0,4,0,0,9,8,0,971
1,5,0,0,0,3,0,0,0,0,0,7,0,0,0,0,5,0,3,9,0,0,8,0,0,0,0,0,0,0,0,7,0,0,3,1,0,0,0,3,0,2,0,4,8,8,0,0,0,4,0,0,7,0,9,1,0,0,0,0,0,0,7,2,7,3,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,158
4,0,0,0,0,1,0,0,7,0,0,7,0,0,0,0,0,0,0,8,0,0,0,2,0,9,0,0,4,6,0,9,0,0,2,0,0,0,9,2,0,0,0,8,6,0,2,0,0,8,0,0,3,4,0,0,4,0,0,7,0,0,0,0,1,0,3,0,0,0,0,2,9,6,0,0,0,0,0,0,0,432
6,0,0,2,3,5,0,0,0,1,0,0,0,0,0,0,8,0,0,0,5,0,0,7,0,0,3,0,7,0,0,0,0,0,5,0,8,0,2,0,5,0,0,1,4,0,1,0,6,8,0,0,0,0,7,5,0,1,6,0,0,0,0,0,3,0,0,4,8,0,0,0,4,0,0,0,0,0,0,0,0,687
0,0,0,0,7,3,0,0,0,0,0,0,2,5,0,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,5,0,0,0,0,5,0,0,8,0,2,7,0,3,0,0,0,0,4,0,0,0,2,0,0,0,0,0,7,0,1,0,4,7,0,0,0,0,9,3,8,0,0,9,0,0,0,1,458
0,0,0,2,0,0,0,7,0,0,0,0,8,0,0,0,5,9,4,8,0,7,0,0,0,0,2,7,0,5,0,0,0,0,3,0,1,0,3,0,0,8,0,0,0,8,4,0,1,0,7,5,0,0,3,0,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,951
0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,8,0,0,0,6,0,4,2,0,0,0,0,0,8,0,0,0,0,2,7,3,6,4,0,0,0,0,0,0,0,0,0,0,0,6,4,9,8,4,3,0,0,7,0,0,0,1,0,7,0,0,0,4,8,0,0,0,0,0,0,0,0,7,0,295
5,0,0,0,0,0,0,4,2,4,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,8,0,0,0,9,0,0,1,0,7,0,0,0,2,0,4,0,0,0,0,7,0,0,8,5,0,1,0,2,0,0,0,9,0,0,2,0,0,0,0,7,0,1,6,0,0,4,9,0,5,0,0,531
2,0,0,0,0,0,3,0,6,0,0,4,0,5,0,0,2,0,5,0,6,0,0,0,9,0,0,0,2,0,0,7,5,0,8,0,3,0,0,0,9,4,0,0,0,0,0,8,3,0,0,0,4,0,0,0,0,6,8,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,271
0,0,0,6,7,0,0,0,0,7,0,0,2,1,9,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,2,6,2,9,0,0,0,7,4,0,0,0,6,0,4,0,0,0,0,1,3,7,0,0,8,0,2,0,0,8,0,0,0,0,1,0,0,0,512
0,0,0,2,0,0,0,0,0,0,2,7,8,3,9,4,0,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,7,1,0,2,0,0,0,0,8,0,0,5,0,3,1,0,4,0,0,0,0,0,7,0,9,0,0,8,0,0,0,0,0,0,0,5,0,0,0,0,0,8,0,7,1,4,0,0,0,463
0,0,3,0,1,7,0,0,0,0,6,1,5,0,0,0,0,0,9,0,5,3,8,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,5,9,0,0,0,0,7,8,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,8,7,0,4,0,0,0,0,6,0,1,0,843
4,0,7,0,0,0,2,6,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,4,0,0,9,5,0,0,0,0,0,2,0,1,0,0,0,6,0,0,9,0,0,0,0,0,0,0,7,4,0,0,0,1,4,8,0,0,0,0,0,0,0,7,0,5,0,0,2,0,0,5,0,0,0,0,1,487
0,0,0,9,0,0,0,0,2,4,0,1,0,2,6,9,5,3,0,0,0,0,3,4,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,4,0,0,0,6,0,0,6,0,0,1,3,0,0,0,2,0,0,3,0,7,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,536
0,9,1,0,7,0,0,0,5,0,0,8,0,0,6,0,3,0,0,0,0,0,0,5,0,7,0,8,0,0,6,0,7,0,0,0,0,5,2,0,8,0,0,0,1,0,0,3,0,0,0,0,9,0,0,0,7,0,0,0,0,1,0,0,1,6,0,2,0,9,0,8,0,0,0,0,0,0,0,0,0,691
0,0,1,5,7,0,0,2,0,4,0,7,0,0,0,3,0,8,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,8,7,0,0,0,0,4,0,9,0,0,0,0,5,0,0,9,0,0,2,0,4,0,0,0,0,5,0,8,0,0,7,0,0,0,0,2,0,0,0,0,0,3,631
1,0,0,0,6,0,0,0,8,0,6,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,2,0,5,0,0,1,4,0,4,0,0,0,8,0,7,0,0,0,7,0,3,0,0,0,6,0,0,6,0,4,0,8,2,7,0,0,5,6,7,0,0,0,0,0,0,4,0,0,2,0,0,5,179
8,0,7,0,6,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,9,8,0,7,0,0,0,3,3,5,0,0,9,0,0,7,0,0,0,0,9,0,6,3,0,0,0,0,1,0,0,0,0,0,6,0,0,3,7,0,0,0,2,1,817
0,0,0,0,0,1,3,5,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,6,7,0,1,3,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,9,0,0,0,1,0,0,3,7,0,9,2,0,0,0,0,0,0,0,8,0,9,0,6,0,0,0,0,7,0,762
0,6,0,0,0,0,0,0,0,8,0,0,0,0,4,7,0,0,0,0,7,9,0,0,0,0,0,0,0,2,0,7,6,0,0,0,0,0,0,0,4,0,3,0,0,0,0,1,3,0,8,0,0,9,1,0,3,7,0,0,0,4,0,6,0,0,0,0,2,0,0,0,0,9,0,0,0,3,6,0,7,364
0,0,6,0,4,0,0,9,1,0,1,5,3,0,0,7,0,0,7,3,0,0,0,9,0,2,0,0,0,0,0,0,7,5,1,9,0,7,0,4,0,0,0,0,0,0,0,9,6,0,2,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,826
0,0,0,0,0,8,3,7,0,0,0,0,7,1,0,0,0,6,0,0,0,3,0,0,0,8,0,0,0,7,0,0,2,8,1,0,0,0,0,1,4,7,0,0,0,0,6,4,0,3,0,0,0,0,0,8,0,9,0,0,2,3,7,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,6,0,0,619
7,0,6,0,0,0,9,0,0,0,1,0,6,0,0,5,0,0,3,0,0,0,0,0,2,0,4,4,0,2,0,0,6,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,4,0,7,0,0,3,0,3,0,0,0,2,0,0,0,0,0,1,0,3,0,0,0,5,756
9,1,0,0,8,0,0,0,0,4,0,2,0,9,5,0,0,8,0,3,0,0,0,0,0,0,5,6,9,4,3,0,0,5,0,0,8,0,3,0,4,6,0,0,2,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,6,3,0,0,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,915
8,5,0,0,0,0,6,7,1,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,3,0,5,0,0,0,6,9,7,0,5,0,0,0,0,3,0,0,6,0,4,5,0,0,1,0,0,0,0,0,3,8,0,0,0,3,4,0,7,0,1,8,0,0,854
0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,9,6,4,0,0,0,0,0,0,2,5,0,0,0,7,0,0,0,0,0,1,1,0,0,0,0,6,5,0,0,0,0,3,4,0,0,6,0,7,6,9,0,1,7,0,3,0,0,0,5,2,0,0,0,0,0,0,0,0,1,2,0,0,0,7,0,345
8,0,0,7,3,0,4,0,9,7,0,0,0,0,0,0,5,0,9,0,4,0,0,5,3,0,0,0,0,5,0,0,1,0,0,3,0,2,0,8,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,9,0,0,2,0,0,5,7,0,0,0,0,0,0,0,852
0,9,0,7,2,0,0,0,0,2,0,0,0,9,1,0,0,7,0,0,0,3,0,0,0,0,0,0,0,5,0,3,9,0,0,0,0,0,0,8,7,0,0,0,0,7,0,0,1,5,0,0,0,0,0,2,0,0,0,0,5,0,8,1,4,0,0,0,0,3,0,2,0,0,0,0,0,4,9,0,0,491
0,0,8,0,7,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,5,0,0,6,7,0,0,5,0,3,9,0,0,0,2,3,0,0,0,0,5,0,0,9,0,0,0,6,5,0,0,4,0,7,0,0,2,0,0,0,3,6,0,0,0,9,0,2,8,0,328
0,0,0,8,0,1,0,9,0,0,0,0,0,0,7,4,0,5,0,7,0,9,0,0,0,0,0,0,0,0,2,0,5,0,0,0,4,0,0,0,0,8,7,3,0,3,0,2,0,0,0,0,0,8,0,8,5,4,0,0,0,0,0,0,4,0,7,0,0,0,8,0,2,0,0,0,0,0,0,0,1,624
0,9,0,7,0,3,0,0,0,0,0,0,8,4,0,0,0,0,0,0,6,0,0,9,0,0,1,5,6,8,1,0,0,0,0,3,3,0,9,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,4,0,0,0,0,6,0,8,5,0,0,0,0,0,0,1,0,7,6,5,0,0,0,0,0,0,0,195
0,0,0,0,0,0,0,0,0,0,0,2,0,8,0,3,4,0,9,7,5,0,2,0,8,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,5,0,0,0,0,0,0,4,0,7,3,0,0,0,0,8,7,0,4,9,0,0,5,0,0,6,0,0,0,7,0,0,3,0,0,0,0,5,0,0,0,438
1,0,0,0,7,0,0,0,0,0,3,0,0,0,4,6,0,7,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,4,0,2,3,0,0,6,9,0,6,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,6,5,4,0,0,1,0,9,0,0,0,1,0,6,7,4,2,0,196
0,8,0,5,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,9,0,2,0,0,0,0,0,0,0,0,7,8,0,0,0,0,1,4,0,0,0,6,0,5,0,0,8,0,0,4,0,2,0,0,7,1,9,0,0,0,0,9,0,0,5,0,0,0,0,0,8,2,0,0,4,0,6,987
7,0,0,0,0,1,0,3,0,0,6,0,0,3,0,9,0,4,0,9,0,0,0,0,6,0,0,8,0,0,0,0,0,0,9,1,0,0,0,0,2,0,0,0,3,0,4,0,0,0,9,0,8,0,0,8,2,4,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,7,0,1,0,0,0,9,724
0,0,0,0,4,2,0,7,0,0,0,0,0,3,0,0,0,4,0,0,9,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,1,0,8,7,0,0,3,0,0,0,4,0,9,0,2,0,0,0,0,8,0,6,3,0,0,7,0,9,3,7,0,8,0,6,1,0,0,0,0,1,0,4,0,0,385
5,0,0,6,0,0,4,0,9,7,0,0,4,0,0,3,0,0,0,0,2,0,3,5,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,5,0,3,0,0,0,4,0,0,0,0,0,6,9,0,0,0,7,0,1,0,0,0,0,2,0,0,3,0,0,3,0,1,0,6,0,0,4,583
0,0,0,0,0,0,9,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,0,2,4,0,0,0,9,1,0,0,0,0,0,5,0,0,8,0,0,0,0,0,0,2,7,0,0,9,0,5,1,0,6,0,0,1,0,0,0,9,4,0,0,5,0,4,7,6,0,0,8,0,0,425
0,0,0,5,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,2,0,7,0,6,0,0,0,1,0,8,1,0,0,0,0,3,0,0,0,0,2,0,0,4,8,0,0,0,0,0,0,2,0,5,0,0,1,6,0,3,0,7,0,0,5,0,0,8,0,0,0,0,0,178
0,0,5,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,9,0,0,0,0,2,3,0,6,0,2,3,0,7,9,0,0,0,0,8,0,4,0,0,0,0,0,0,4,0,3,2,0,6,0,0,0,0,0,0,0,4,0,7,0,0,9,0,0,0,3,5,0,0,0,0,0,7,0,0,2,8,9,865
0,0,6,1,0,0,0,4,9,0,9,0,0,0,5,0,0,0,8,0,0,6,4,0,7,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,1,0,0,0,0,0,0,7,4,0,0,3,0,8,0,0,3,6,5,0,0,0,0,0,4,0,0,0,0,0,0,0,7,5,576
7,0,0,6,0,0,2,0,0,0,0,2,1,0,0,0,0,3,0,0,5,0,0,0,7,6,4,0,6,8,0,0,0,0,0,0,0,0,0,8,0,0,0,7,0,0,0,0,0,0,2,0,0,5,3,0,0,7,2,0,5,0,0,2,0,0,0,0,1,3,0,0,0,0,1,0,0,3,0,8,0,739
0,0,0,0,0,0,0,2,7,0,9,0,0,0,0,0,0,0,0,1,0,6,4,0,0,0,0,0,0,1,0,0,0,9,0,0,0,6,4,0,0,0,0,0,0,5,8,0,0,0,9,4,0,2,0,5,2,0,0,1,0,9,0,1,0,9,0,0,8,0,7,0,0,0,0,0,2,0,8,0,0,436
0,7,0,8,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,2,6,0,0,5,0,0,7,0,3,3,0,0,9,4,0,0,0,8,0,5,0,0,0,8,9,0,0,8,0,0,0,0,2,0,0,0,0,0,4,7,0,9,0,0,0,0,0,0,0,8,0,0,0,9,276
0,0,0,9,0,3,1,0,0,0,3,9,8,1,0,6,0,0,0,0,8,0,0,0,0,9,0,4,0,0,0,0,7,0,0,9,2,0,0,3,0,0,7,1,0,0,0,6,0,2,0,3,4,0,0,9,0,0,0,2,0,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,627
7,0,0,0,0,0,0,1,0,0,0,9,0,0,3,0,0,7,0,0,3,8,0,0,0,0,0,6,7,0,3,0,0,0,8,9,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,4,0,0,0,5,0,0,0,9,0,0,4,0,0,0,0,0,0,1,6,0,0,8,6,5,0,0,0,7,0,764
0,0,8,2,0,1,0,0,5,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,7,1,0,2,0,0,0,0,0,0,0,8,0,0,0,0,0,0,5,4,0,0,5,9,1,4,0,0,7,0,0,4,0,0,0,7,8,0,0,0,1,0,6,5,2,0,0,0,0,0,0,0,0,0,0,0,0,478
0,9,0,1,0,0,0,0,7,0,3,1,0,9,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,9,0,0,0,0,0,0,5,0,0,0,0,0,4,9,9,0,0,2,3,5,0,0,0,0,1,0,7,0,8,0,0,0,7,2,0,3,0,0,0,0,0,0,0,5,0,4,0,0,0,0,592
5,0,0,0,4,7,6,0,0,6,1,0,2,5,0,9,0,0,0,0,0,9,0,0,0,1,0,0,0,0,0,6,0,4,9,0,0,0,5,0,0,0,0,0,6,9,0,0,0,0,0,0,0,0,2,0,0,7,0,1,0,0,0,0,9,0,0,0,8,0,0,7,0,4,0,0,2,0,0,0,0,589
6,0,0,0,0,0,3,0,1,1,3,2,0,0,0,4,0,7,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,9,0,0,9,0,0,0,0,0,2,1,3,0,0,0,7,0,0,0,0,6,0,1,0,2,0,0,0,4,0,2,0,0,0,0,0,0,0,0,4,6,5,1,0,9,0,3,0,698
1,0,0,0,4,5,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,4,0,3,6,0,5,2,0,6,3,0,5,0,0,0,9,0,2,0,0,0,0,0,0,7,0,0,9,0,0,1,3,4,0,0,0,0,0,4,0,0,0,0,0,0,5,0,9,0,0,0,0,0,162
0,0,0,0,5,0,0,0,0,0,8,5,6,0,9,4,0,7,0,0,9,0,0,7,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,4,7,8,0,2,0,9,0,7,0,0,0,0,0,0,0,8,0,0,0,6,1,0,0,4,4,5,0,2,0,0,8,0,0,647
3,0,0,4,5,0,2,0,0,0,8,0,0,0,9,0,5,0,0,0,0,0,0,7,0,0,9,0,0,0,0,0,2,0,0,8,2,0,0,0,8,4,3,0,7,0,0,0,0,7,0,0,0,2,0,0,9,0,0,8,0,3,0,4,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,7,1,397
0,0,9,0,0,0,0,6,7,0,0,3,0,0,0,5,0,0,0,6,0,4,0,0,0,2,1,1,7,0,0,0,0,0,0,0,0,0,0,6,3,2,0,0,0,0,2,0,0,0,9,6,0,0,0,0,0,2,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,5,549
4,0,0,1,3,0,8,0,0,0,0,0,6,0,0,0,5,0,8,0,3,0,0,2,0,0,0,0,0,0,0,0,0,5,2,0,9,0,8,0,0,0,1,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,2,4,0,0,0,0,0,0,9,5,0,0,3,8,0,0,0,0,0,8,2,9,1,495
0,0,5,0,1,2,9,0,0,4,0,0,9,5,0,0,0,8,6,0,0,0,0,0,5,0,2,0,0,0,8,0,0,0,1,0,0,8,0,1,3,6,0,0,4,0,0,0,0,9,0,0,0,0,0,5,0,4,2,9,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,835
0,8,7,0,0,0,0,0,0,3,0,1,0,0,0,0,7,0,2,0,0,0,0,0,0,9,0,0,7,0,9,1,0,0,2,0,8,0,2,0,0,0,1,0,0,0,4,0,0,0,0,0,3,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,8,2,0,5,9,0,0,0,5,0,0,1,4,487
0,0,5,1,7,0,0,0,8,6,0,0,0,0,8,0,9,0,9,0,1,0,5,0,0,0,7,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,0,5,5,0,6,4,0,0,8,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,0,6,2,0,0,0,425
5,0,9,0,0,0,0,0,0,0,8,7,0,4,3,5,0,0,0,1,0,0,5,0,0,6,9,0,0,8,0,0,7,0,4,6,3,0,0,5,0,0,0,7,1,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,4,529
0,0,1,0,4,0,0,6,2,0,0,3,0,0,0,8,0,0,4,2,0,7,0,0,0,3,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,8,6,0,0,0,0,0,0,5,0,0,4,0,0,6,8,0,0,0,0,0,0,2,4,0,0,7,0,0,0,5,781
0,4,0,0,1,7,0,0,0,0,0,8,0,9,0,0,3,0,7,0,0,0,3,5,0,9,0,0,1,0,7,6,0,5,0,8,9,0,0,0,0,0,0,0,0,0,7,0,0,5,4,0,0,0,0,0,0,0,8,0,0,0,7,5,8,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,349
0,2,5,4,0,0,0,6,3,4,0,0,0,0,0,0,1,0,7,6,0,5,0,0,2,9,0,0,0,0,7,2,5,9,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,3,0,0,2,1,0,0,0,0,9,0,0,0,0,0,0,9,3,4,0,0,0,0,0,3,0,2,0,1,0,0,0,125
0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,6,0,4,0,6,0,5,0,2,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,2,8,0,7,0,0,0,0,0,0,6,5,0,0,0,0,2,8,1,0,0,0,7,0,3,0,5,0,0,0,0,0,2,1,0,6,0,0,8,391
6,0,5,0,7,0,0,0,1,0,0,2,0,0,5,0,7,0,9,0,0,0,0,0,5,0,0,5,0,0,0,0,8,1,4,0,1,0,7,0,0,0,2,0,9,2,0,4,0,9,0,0,0,6,0,0,9,0,0,0,0,0,0,7,0,0,0,0,0,0,1,4,0,0,0,0,0,6,0,0,8,645
9,0,0,0,5,0,3,8,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,7,0,0,0,5,0,0,0,2,0,9,0,0,0,4,0,0,0,0,0,8,2,0,0,0,0,0,6,0,0,0,4,2,0,0,5,3,0,0,0,8,5,6,3,0,0,7,0,6,0,0,0,0,8,0,0,972
5,7,0,0,0,0,0,6,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,8,1,0,0,6,9,5,7,0,6,0,7,0,0,0,0,8,0,0,4,0,0,0,0,0,0,7,0,0,5,2,0,0,4,0,0,0,0,2,0,5,8,0,0,0,571
0,8,0,2,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,7,0,0,0,8,3,5,0,0,0,9,2,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,5,3,0,0,0,4,0,0,0,0,0,1,8,0,7,0,0,0,0,4,0,0,0,0,9,0,8,2,783
0,0,5,6,0,0,4,0,0,9,2,7,0,0,4,0,5,0,4,8,0,0,0,0,0,7,0,0,0,2,0,0,0,9,0,4,0,0,0,0,3,0,0,6,0,7,0,0,0,0,8,0,0,0,0,6,0,7,0,0,0,0,0,8,5,0,0,0,0,0,0,3,2,0,0,9,0,0,0,0,0,315
2,4,0,0,0,7,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,5,0,0,0,3,0,2,0,0,0,0,0,0,5,7,1,0,9,0,0,0,0,9,8,0,0,0,0,5,3,4,7,0,0,0,2,0,8,0,0,0,4,0,0,0,0,7,9,0,8,0,0,0,3,0,248
0,0,0,0,0,0,0,0,0,0,0,0,9,0,7,0,2,0,0,0,0,0,0,2,0,6,0,0,1,2,0,0,0,0,0,0,5,0,9,6,0,0,2,0,0,6,0,0,0,0,0,1,0,4,0,5,1,7,0,9,0,0,0,0,2,0,4,0,5,0,0,3,3,7,0,2,0,0,0,0,0,285
0,0,0,0,6,0,0,0,0,9,0,6,0,0,7,3,0,4,0,3,0,0,0,0,1,0,7,0,0,9,0,0,4,5,0,0,0,0,0,0,0,6,0,0,0,0,7,0,0,0,0,0,0,1,0,0,4,3,0,9,0,0,0,0,8,0,0,0,0,0,5,0,0,0,0,0,5,0,8,1,0,741
